Name,Start,End,Cal
audioTest1,2023-09-28T21:18:54-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:19:17-05:00,0.00
audioTest2,2023-09-28T21:19:17-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:19:29-05:00,0.00
audioTest1,2023-09-28T21:19:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:19:53-05:00,0.00
audioTest2,2023-09-28T21:19:53-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:20:06-05:00,0.00
audioTest1,2023-09-28T21:20:06-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:20:30-05:00,0.00
audioTest2,2023-09-28T21:20:30-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:20:43-05:00,0.00
audioTest1,2023-09-28T21:20:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:21:07-05:00,0.00
audioTest2,2023-09-28T21:21:07-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:21:20-05:00,0.00
audioTest1,2023-09-28T21:21:20-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:21:44-05:00,0.00
audioTest2,2023-09-28T21:21:44-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:21:57-05:00,0.00
audioTest1,2023-09-28T21:21:57-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:22:21-05:00,0.00
audioTest2,2023-09-28T21:22:21-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:22:34-05:00,0.00
audioTest1,2023-09-28T21:22:34-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:22:58-05:00,0.00
audioTest2,2023-09-28T21:22:58-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:23:11-05:00,0.00
audioTest1,2023-09-28T21:23:11-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:23:35-05:00,0.00
audioTest2,2023-09-28T21:23:35-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:23:48-05:00,0.00
audioTest1,2023-09-28T21:23:48-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:24:11-05:00,0.00
audioTest2,2023-09-28T21:24:11-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:24:24-05:00,0.00
audioTest1,2023-09-28T21:24:24-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:24:48-05:00,0.00
audioTest2,2023-09-28T21:24:48-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:25:01-05:00,0.00
audioTest1,2023-09-28T21:25:01-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:25:24-05:00,0.00
audioTest2,2023-09-28T21:25:24-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:25:38-05:00,0.00
audioTest1,2023-09-28T21:25:38-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:26:01-05:00,0.00
audioTest2,2023-09-28T21:26:01-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:26:14-05:00,0.00
audioTest1,2023-09-28T21:26:14-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:26:37-05:00,0.00
audioTest2,2023-09-28T21:26:37-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:26:49-05:00,0.00
audioTest1,2023-09-28T21:26:49-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:27:12-05:00,0.00
audioTest2,2023-09-28T21:27:12-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:27:25-05:00,0.00
audioTest1,2023-09-28T21:27:25-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:27:47-05:00,0.00
audioTest2,2023-09-28T21:27:47-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:28:00-05:00,0.00
audioTest1,2023-09-28T21:28:00-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:28:23-05:00,0.00
audioTest2,2023-09-28T21:28:23-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:28:35-05:00,0.00
audioTest1,2023-09-28T21:28:35-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:28:58-05:00,0.00
audioTest2,2023-09-28T21:28:58-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:29:10-05:00,0.00
audioTest1,2023-09-28T21:29:10-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:29:33-05:00,0.00
audioTest2,2023-09-28T21:29:33-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:29:46-05:00,0.00
audioTest1,2023-09-28T21:29:46-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:30:08-05:00,0.00
audioTest2,2023-09-28T21:30:08-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:30:20-05:00,0.00
audioTest1,2023-09-28T21:30:20-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:30:43-05:00,0.00
audioTest2,2023-09-28T21:30:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:30:56-05:00,0.00
audioTest1,2023-09-28T21:30:56-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:31:19-05:00,0.00
audioTest2,2023-09-28T21:31:19-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:31:31-05:00,0.00
audioTest1,2023-09-28T21:31:31-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:31:55-05:00,0.00
audioTest2,2023-09-28T21:31:55-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:32:08-05:00,0.00
audioTest1,2023-09-28T21:32:08-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:32:31-05:00,0.00
audioTest2,2023-09-28T21:32:31-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:32:44-05:00,0.00
audioTest1,2023-09-28T21:32:44-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:33:07-05:00,0.00
audioTest2,2023-09-28T21:33:07-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:33:19-05:00,0.00
audioTest1,2023-09-28T21:33:19-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:33:43-05:00,0.00
audioTest2,2023-09-28T21:33:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:33:55-05:00,0.00
audioTest1,2023-09-28T21:33:55-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:34:19-05:00,0.00
audioTest2,2023-09-28T21:34:19-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:34:32-05:00,0.00
audioTest1,2023-09-28T21:34:32-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:34:54-05:00,0.00
audioTest2,2023-09-28T21:34:54-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:35:07-05:00,0.00
audioTest1,2023-09-28T21:35:07-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:35:29-05:00,0.00
audioTest2,2023-09-28T21:35:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:35:42-05:00,0.00
audioTest1,2023-09-28T21:35:42-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:36:05-05:00,0.00
audioTest2,2023-09-28T21:36:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:36:18-05:00,0.00
audioTest1,2023-09-28T21:36:18-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:36:41-05:00,0.00
audioTest2,2023-09-28T21:36:41-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:36:54-05:00,0.00
audioTest1,2023-09-28T21:36:54-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:37:17-05:00,0.00
audioTest2,2023-09-28T21:37:17-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:37:29-05:00,0.00
audioTest1,2023-09-28T21:37:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:37:53-05:00,0.00
audioTest2,2023-09-28T21:37:53-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:38:05-05:00,0.00
audioTest1,2023-09-28T21:38:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:38:29-05:00,0.00
audioTest2,2023-09-28T21:38:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:38:41-05:00,0.00
audioTest1,2023-09-28T21:38:41-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:39:05-05:00,0.00
audioTest2,2023-09-28T21:39:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:39:17-05:00,0.00
audioTest1,2023-09-28T21:39:17-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:39:41-05:00,0.00
audioTest2,2023-09-28T21:39:41-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:39:53-05:00,0.00
audioTest1,2023-09-28T21:39:53-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:40:16-05:00,0.00
audioTest2,2023-09-28T21:40:16-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:40:29-05:00,0.00
audioTest1,2023-09-28T21:40:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:40:52-05:00,0.00
audioTest2,2023-09-28T21:40:52-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:41:05-05:00,0.00
audioTest1,2023-09-28T21:41:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:41:28-05:00,0.00
audioTest2,2023-09-28T21:41:28-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:41:40-05:00,0.00
audioTest1,2023-09-28T21:41:40-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:42:03-05:00,0.00
audioTest2,2023-09-28T21:42:03-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:42:16-05:00,0.00
audioTest1,2023-09-28T21:42:16-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:42:39-05:00,0.00
audioTest2,2023-09-28T21:42:39-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:42:52-05:00,0.00
audioTest1,2023-09-28T21:42:52-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:43:15-05:00,0.00
audioTest2,2023-09-28T21:43:15-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:43:28-05:00,0.00
audioTest1,2023-09-28T21:43:28-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:43:51-05:00,0.00
audioTest2,2023-09-28T21:43:51-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:44:04-05:00,0.00
audioTest1,2023-09-28T21:44:04-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:44:28-05:00,0.00
audioTest2,2023-09-28T21:44:28-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:44:41-05:00,0.00
audioTest1,2023-09-28T21:44:41-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:45:05-05:00,0.00
audioTest2,2023-09-28T21:45:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:45:18-05:00,0.00
audioTest1,2023-09-28T21:45:18-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:45:43-05:00,0.00
audioTest2,2023-09-28T21:45:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:45:56-05:00,0.00
audioTest1,2023-09-28T21:45:56-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:46:19-05:00,0.00
audioTest2,2023-09-28T21:46:19-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:46:31-05:00,0.00
audioTest1,2023-09-28T21:46:31-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:46:55-05:00,0.00
audioTest2,2023-09-28T21:46:55-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:47:08-05:00,0.00
audioTest1,2023-09-28T21:47:08-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:47:31-05:00,0.00
audioTest2,2023-09-28T21:47:31-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:47:45-05:00,0.00
audioTest1,2023-09-28T21:47:45-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:48:09-05:00,0.00
audioTest2,2023-09-28T21:48:09-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:48:22-05:00,0.00
audioTest1,2023-09-28T21:48:22-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:48:46-05:00,0.00
audioTest2,2023-09-28T21:48:46-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:48:59-05:00,0.00
audioTest1,2023-09-28T21:48:59-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:49:23-05:00,0.00
audioTest2,2023-09-28T21:49:23-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:49:36-05:00,0.00
audioTest1,2023-09-28T21:49:36-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:50:00-05:00,0.00
audioTest2,2023-09-28T21:50:00-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:50:14-05:00,0.00
audioTest1,2023-09-28T21:50:14-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:50:38-05:00,0.00
audioTest2,2023-09-28T21:50:38-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:50:51-05:00,0.00
audioTest1,2023-09-28T21:50:51-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:51:15-05:00,0.00
audioTest2,2023-09-28T21:51:15-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:51:28-05:00,0.00
audioTest1,2023-09-28T21:51:28-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:51:52-05:00,0.00
audioTest2,2023-09-28T21:51:52-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:52:06-05:00,0.00
audioTest1,2023-09-28T21:52:06-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:52:30-05:00,0.00
audioTest2,2023-09-28T21:52:30-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:52:43-05:00,0.00
audioTest1,2023-09-28T21:52:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:53:07-05:00,0.00
audioTest2,2023-09-28T21:53:07-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:53:20-05:00,0.00
audioTest1,2023-09-28T21:53:20-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:53:44-05:00,0.00
audioTest2,2023-09-28T21:53:44-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:53:58-05:00,0.00
audioTest1,2023-09-28T21:53:58-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:54:22-05:00,0.00
audioTest2,2023-09-28T21:54:22-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:54:35-05:00,0.00
audioTest1,2023-09-28T21:54:35-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:54:59-05:00,0.00
audioTest2,2023-09-28T21:54:59-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:55:13-05:00,0.00
audioTest1,2023-09-28T21:55:13-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:55:37-05:00,0.00
audioTest2,2023-09-28T21:55:37-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:55:50-05:00,0.00
audioTest1,2023-09-28T21:55:50-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:56:15-05:00,0.00
audioTest2,2023-09-28T21:56:15-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:56:28-05:00,0.00
audioTest1,2023-09-28T21:56:28-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:56:52-05:00,0.00
audioTest2,2023-09-28T21:56:52-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:57:05-05:00,0.00
audioTest1,2023-09-28T21:57:05-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:57:29-05:00,0.00
audioTest2,2023-09-28T21:57:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:57:43-05:00,0.00
audioTest1,2023-09-28T21:57:43-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:58:07-05:00,0.00
audioTest2,2023-09-28T21:58:07-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:58:20-05:00,0.00
audioTest1,2023-09-28T21:58:20-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:58:44-05:00,0.00
audioTest2,2023-09-28T21:58:44-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:58:58-05:00,0.00
audioTest1,2023-09-28T21:58:58-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:59:22-05:00,0.00
audioTest2,2023-09-28T21:59:22-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T21:59:35-05:00,0.00
audioTest1,2023-09-28T21:59:35-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:00:00-05:00,0.00
audioTest2,2023-09-28T22:00:00-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:00:13-05:00,0.00
audioTest1,2023-09-28T22:00:13-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:00:37-05:00,0.00
audioTest2,2023-09-28T22:00:37-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:00:50-05:00,0.00
audioTest1,2023-09-28T22:00:50-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:01:14-05:00,0.00
audioTest2,2023-09-28T22:01:14-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:01:27-05:00,0.00
audioTest1,2023-09-28T22:01:27-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:01:51-05:00,0.00
audioTest2,2023-09-28T22:01:51-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:02:04-05:00,0.00
audioTest1,2023-09-28T22:02:04-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:02:29-05:00,0.00
audioTest2,2023-09-28T22:02:29-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:02:42-05:00,0.00
audioTest1,2023-09-28T22:02:42-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:03:06-05:00,0.00
audioTest2,2023-09-28T22:03:06-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:03:19-05:00,0.00
audioTest1,2023-09-28T22:03:19-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:03:44-05:00,0.00
audioTest2,2023-09-28T22:03:44-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:03:57-05:00,0.00
audioTest1,2023-09-28T22:03:57-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:04:21-05:00,0.00
audioTest2,2023-09-28T22:04:21-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:04:34-05:00,0.00
audioTest1,2023-09-28T22:04:34-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:04:58-05:00,0.00
audioTest2,2023-09-28T22:04:58-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:05:11-05:00,0.00
audioTest1,2023-09-28T22:05:11-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:05:35-05:00,0.00
audioTest2,2023-09-28T22:05:35-05:00,0001-01-01T00:00:00Z,0.00
,0001-01-01T00:00:00Z,2023-09-28T22:05:48-05:00,0.00
audioTest1,2023-09-28T22:05:48-05:00,0001-01-01T00:00:00Z,0.00
